address,name,description,price,daily_volume,market_cap,holders,initials
0xfa05A73FfE78ef8f1a739473e462c54bae6567D9,Lunyr (LUN),Lunyr is an Ethereum-based decentralized world knowledge base which rewards users with app tokens for peer-reviewing and contributing information,$0.9987,"$62,681","$2,294,783","7,264",LUN
0x3fd8f39a962efda04956981c31ab89fab5fb8bc8,Rotharium (RTH),Rotharium Platform interfaces allow connection of standard cloud or on-premise database solutions to the blockchain.,$0.6818,"$72,266","$2,288,904","1,487",RTH
0xe25b0bba01dc5630312b6a21927e578061a13f55,ShipChain SHIP (SHIP),"A fully integrated system across the entire supply chain, from the moment a shipment leaves the factory, to the final delivery on the customer's doorstep; federated in trustless, transparent blockchain contracts.",$0.0087,$0,"$2,276,809","18,148",SHIP
0x84119cb33e8f590d75c2d6ea4e6b0741a7494eda,WTT (WTT),Full-service mining solution provider.,$0.7765,$0,"$2,251,891",651,WTT
0x8d75959f1e61ec2571aa72798237101f084de63a,Substratum (SUB),Substratum is an open-source network that allows anyone to allocate spare computing resources to make the internet a free and fair place for the entire world.,$0.0059,"$1,277","$2,242,765","33,499",SUB
0x42d6622dece394b54999fbd73d108123806f6a18,SPANK (SPANK),A cryptoeconomic powered adult entertainment ecosystem built on the Ethereum network.,$0.0074,$70,"$2,234,492","5,018",SPANK
0x687174f8c49ceb7729d925c3a961507ea4ac7b28,GAT (GAT),"GATCOIN aims to transform traditional discount coupons, loyalty points and shopping vouchers into liquid, tradable digital tokens.",$0.0042,"$2,046,841","$2,227,889","3,769",GAT
0x4234f63b1d202f6c016ca3b6a0d41d7d85f17716,QNTU (QNTU),A blockchain-powered lottery for a blockchain-powered future,$0.0001,"$12,726","$2,224,541","9,495",QNTU
0x4a6058666cf1057eac3cd3a5a614620547559fc9,Brickblock (BBK),Online real estate broker,$0.0295,"$19,722","$2,212,847","19,567",BBK
0xffa93aacf49297d51e211817452839052fdfb961,Distributed Credit Chain (DCC),Distributed banking public blockchain with a goal to establish a decentralized ecosystem for financial service providers around the world.,$0.0007,$0,"$2,212,434","61,530",DCC
0xa44e5137293e855b1b7bc7e2c6f8cd796ffcb037,SENTinel (SENT),A modern VPN backed by blockchain anonymity and security.,$0.0011,"$44,317","$2,200,163","2,140",SENT
0x93ed3fbe21207ec2e8f2d3c3de6e058cb73bc04d,Pinakion (PNK),"Kleros provides fast, secure and affordable arbitration for virtually everything.",$0.0095,"$12,892","$2,154,449","2,873",PNK
0x9746953f5b1324a78132895cfd263f417b0faae3,ValueCyberToken (VCT),"ValueCyber is a blockchain system designed for the cooperation required by production and circulation in the digital economy era, and also a blockchain that tries to meet the technical and openness requirements for the next-generation blockchain.",$0.0199,$0,"$2,150,362","84,597",VCT
0x5d4abc77b8405ad177d8ac6682d584ecbfd46cec,Primas Token (PST),A content publishing platform.,$0.0404,"$91,772","$2,126,792","14,801",PST
0x83984d6142934bb535793a82adb0a46ef0f66b6d,REMME (REM),Distributed Public Key Infrastructure (PKI) protocol with a set of DApps to enable passwordless authentication,$0.0032,"$152,616","$2,118,295","5,447",REM
0x621d78f2ef2fd937bfca696cabaf9a779f59b3ed,DCORP (DRP),From idea to Funding - DCORP Ventures is a community governed blockchain company that funds and realizes innovating ideas.,$0.2588,$0,"$2,094,534","2,960",DRP
0xca2796f9f61dc7b238aab043971e49c6164df375,YGGDRASH (YEED),Trust-based Multi-dimensional Blockchain,$0.0004,"$68,246","$2,074,040","9,523",YEED
0x613fa2a6e6daa70c659060e86ba1443d2679c9d7,GOToken (GOT),GOToken aims to be the cryptocurrency for mobility services: those of the ParkinGO world. It is introduced into its business processes to ensure transparency.,$0.1274,$318,"$2,048,535",199,GOT
0x1460a58096d80a50a2f1f956dda497611fa4f165,Own (CHX),Own (formerly Chainium) is a security token blockchain project focused on revolutionising equity markets.,$0.0205,"$441,961","$2,040,340","3,708",CHX
0xf8b358b3397a8ea5464f8cc753645d42e14b79ea,Airbloc (ABL),"AIRBLOC is a decentralized personal data protocol where individuals would be able to monetize their data, and advertisers would be able to buy these data to conduct targeted marketing campaigns for higher ROIs.",$0.0081,"$1,516,574","$2,036,760","5,338",ABL
0xfec0cf7fe078a500abf15f1284958f22049c2c7e,Maecenas ART Token (ART),An open blockchain platform that democratises access to Fine Art.,$0.0341,$190,"$1,990,320","2,048",ART
0x24692791bc444c5cd0b81e3cbcaba4b04acd1f3b,UnikoinGold (UKG),"UnikoinGold is an ethereum-based, decentralized crypto token designed for high-volume, high security, inexpensive gaming and esports related transactions on the Unikrn platform.",$0.0137,"$3,483","$1,989,772","9,649",UKG
0x8aa688ab789d1848d131c65d98ceaa8875d97ef1,MultiVAC (MTV),MultiVAC is the next-generation public blockchain designed for large-scale and complex distributed applications.,$0.0008,"$122,486","$1,938,620","2,915",MTV
0xf3e014fe81267870624132ef3a646b8e83853a96,VIN (VIN),"Complete vehicle data all in one marketplace - making automotive more secure, transparent and accessible by all",$0.0033,"$220,016","$1,937,722","478,880",VIN
0xfAE4Ee59CDd86e3Be9e8b90b53AA866327D7c090,CPChain (CPC),CPChain is a new distributed infrastructure for next generation Internet of Things (IoT).,$0.0051,"$251,376","$1,934,316","10,410",CPC
0x5136c98a80811c3f46bdda8b5c4555cfd9f812f0,indaHash Coin (IDH),Influencer marketing tool to connect brands and influencers.,$0.0048,$417,"$1,903,287","18,583",IDH
0xc72fe8e3dd5bef0f9f31f259399f301272ef2a2d,Insights Network (INSTAR),"The Insights Network’s unique combination of blockchain technology, smart contracts, and secure multiparty computation enables the individual to securely own, manage, and monetize their data.",$0.0131,"$1,154","$1,899,012","12,808",INSTAR
0xe5f166c0d8872b68790061317bb6cca04582c912,TE-FOOD (TFD),"TE-FOOD is a successful food traceability solution, used by
6,000+ companies, managing more than 400,000 transactions
each day, reaching 30 million people.",$0.0037,"$2,828","$1,894,175","10,011",TFD
0xc27a2f05fa577a83ba0fdb4c38443c0718356501,Lamden Tau (TAU),Lamden is a suite of developer tools that speed up the process of creating new and custom blockchains and apps.,$0.0133,"$24,850","$1,887,191","8,063",TAU
0xa849eaae994fb86afa73382e9bd88c2b6b18dc71,Mass Vehicle Ledger Token (MVL),MVLChain aims to build an incentive-based blockchain mobility ecosystem. MVL Ecosystem breaks away current centralized system. Ecosystem participants get fairly rewarded for data contributions and uses in all-connected mobility services.,$0.0003,"$3,754","$1,864,804","12,255",MVL
0x9041fe5b3fdea0f5e4afdc17e75180738d877a01,Pro (PRO),Precision Ad Blockchain Based on Big Data.,$0.0374,"$174,534","$1,854,117","50,714",PRO
0x765f0c16d1ddc279295c1a7c24b0883f62d33f75,DaTa eXchange Token (DTX),"As a decentralized marketplace for IoT sensor data using Blockchain technology, Databroker DAO enables sensor owners to turn generated data into revenue streams.",$0.0239,"$7,066","$1,841,188","1,509",DTX
0x922105fad8153f516bcfb829f56dc097a0e1d705,Yee - A Blockchain-powered &amp; Cloud-based Socia (YEE),Blockchain-powered & cloud-based social ecosystem.,$0.0013,"$215,210","$1,837,718","90,413",YEE
0xd4a293ae8bb9e0be12e99eb19d48239e8c83a136,Insureum Token (ISR),"The Insureum Protocol uses blockchain to create a decentralized ecosystem that connects insurers, their policyholder, and third parties",$0.0085,"$171,495","$1,823,938","3,395",ISR
0x1bcbc54166f6ba149934870b60506199b6c9db6d,ROC (ROC),RasputinOnline is a premium live broadcast Entertainment hub giving viewers from across the globe the medium to connect with our in-house models on different levels.,$1.3092,$0,"$1,811,487","1,208",ROC
0xffe8196bc259e8dedc544d935786aa4709ec3e64,Hedge (HDG),An investment portal for the ICO and Staking platforms.,$0.4864,$0,"$1,804,435","3,442",HDG
0x0Ebb614204E47c09B6C3FeB9AAeCad8EE060E23E,CPAY (CPAY),"Cryptopay aims to provide the ability to spend, save, and transact digital
currencies.",$0.0258,"$6,297","$1,765,356","2,507",CPAY
0x70c621f949b6556c4545707a2d5d73a776b98359,Skychain Global Token (SKCH),"Skychain is an open infrastructure, based on blockchain, which provides the possibility to create, train and use high-quality medical neural networks.",$0.2322,$265,"$1,738,297","4,070",SKCH
0x45245bc59219eeaaf6cd3f382e078a461ff9de7b,BANKEX (BKX),The BANKEX Proof-of-Asset (PoA) Protocol is a new standard used to create smart assets and smart contracts for decentralized capital markets,$0.0076,"$220,300","$1,729,222","14,557",BKX
0x9cda8a60dd5afa156c95bd974428d91a0812e054,TaTaTu (TTU),Social Entertainment Platform with an integrated rewards programme.,$0.0178,$0,"$1,721,318","2,677",TTU
0xcb94be6f13a1182e4a4b6140cb7bf2025d28e41b,Trustcoin (TRST),"A platform for Trusted Lending Circles, powered by people and blockchain",$0.0187,"$4,086","$1,720,600","9,547",TRST
0x2a093BcF0C98Ef744Bb6F69D74f2F85605324290,FoodCoin (FOOD),"FoodCoin Ecosystem is a blockchain ecosystem, architecturally designed to create a global marketplace of food and agricultural products based on our experience with the active 1000 EcoFarms platform.",$0.0043,$0,"$1,715,820","1,796",FOOD
0x8400d94a5cb0fa0d041a3788e395285d61c9ee5e,UniBright (UBT),The unified framework for blockchain based business integration,$0.0122,"$99,014","$1,698,459","5,397",UBT
0x88d50b466be55222019d71f9e8fae17f5f45fca1,Cryptaur (CPT),Cryptaur is a decentralized applications store with a mission to transform and ultimately allow for the implementation of a reinvented shared economic system.,$0.0001,"$4,628","$1,673,399","33,220",CPT
0xa31108e5bab5494560db34c95492658af239357c,DACSEE (DACS),Global Decentralized Ride-Sharing Platform,$0.0022,$0,"$1,659,353","2,508",DACS
0xa7f976c360ebbed4465c2855684d1aae5271efa9,TrueFlip (TFL),"Blockchain games with instant payouts and open source code,",$0.2656,"$45,668","$1,659,027","1,301",TFL
0x72dd4b6bd852a3aa172be4d6c5a6dbec588cf131,NAGA Coin (NGC),The NAGA CARD allows you to fund with cryptos and spend your money (online/offline) all around the globe.,$0.0226,$803,"$1,624,442","49,357",NGC
0x40395044Ac3c0C57051906dA938B54BD6557F212,MobileGo (MGO),A dedicated token to bring eSports to everyone.,$0.0161,"$1,157,250","$1,606,804","14,956",MGO
0xb9EF770B6A5e12E45983C5D80545258aA38F3B78,0chain (ZCN),0chain is an infinitely scalable decentralized Cloud for any application.,$0.0400,"$2,622","$1,602,782","23,093",ZCN
0x624d520bab2e4ad83935fa503fb130614374e850,smartshare token (SSP),"A blockchain-based IoT ecosystem with 150,000 smart devices connected",$0.0003,"$461,045","$1,595,786","37,267",SSP
0x00c4b398500645eb5da00a1a379a88b11683ba01,Eximchain Token (EXC),"Eximchain’s public blockchain network enables privacy, scalability and security for the supply chain.",$0.0236,$0,"$1,585,759","2,648",EXC
0x464ebe77c293e473b48cfe96ddcf88fcf7bfdac0,Kryll (KRL),A Crypto Traders Community,$0.0627,"$3,819","$1,567,354","4,821",KRL
0x27dce1ec4d3f72c3e457cc50354f1f975ddef488,AirToken (AIR),"AirToken is an Ethereum-based ERC-20 digital utility token that facilitates the transfer of mobile airtime, data and currency, as well as payments for goods and services, with minimal friction and fees.",$0.0015,$0,"$1,550,734","3,892",AIR
0xa017ac5fac5941f95010b12570b812c974469c2c,Proxeus (XES),We bring blockchain compatibility to traditional companies by integrating a blockchain layer into existing enterprise systems.,$0.0075,$127,"$1,518,568","1,873",XES
0x970e035e2a013cf4becd67e300d65bc32a56d826,Bodhi Ethereum (BOE),"Bodhi aims to build a credible, autonomous, and global decentralized prediction market platform.",$0.1010,"$4,222","$1,496,043",328,BOE
0xe2fb6529ef566a080e6d23de0bd351311087d567,Covesting (COV),Discover smarter investing by automatically copying the world's leading cryptocurrency traders.,$0.0829,$661,"$1,491,769","7,994",COV
0x0bc61dded5f6710c637cf8288eb6058766ce1921,CEN (CEN),Connecting the Financial World Coinsuper Ecosystem Network,$0.0039,"$37,609","$1,485,146","1,916",CEN
0xcaaa93712bdac37f736c323c93d4d5fdefcc31cc,CryptalDash (CRD),Integrated Cryptocurrency Exchange,$0.0015,$0,"$1,482,488","1,392",CRD
0x26db5439f651caf491a87d48799da81f191bdb6b,CashBetCoin (CBC),Blockchain-Powered iGaming Platform,$0.0091,"$5,564","$1,480,490","2,807",CBC
0x6b4689e4514957699edeb2ee91c947f18e439806,ZeuxCoin (ZUC),"The simpler way to pay, bank and invest.",$0.0078,"$89,344","$1,476,973",76,ZUC
0xea610b1153477720748dc13ed378003941d84fab,Alis (ALIS),"A new social media concept revealing and providing access to reliable, articles, news, and people.",$0.0373,$0,"$1,469,909","2,142",ALIS
0xadf8b8050639b6236915f7516d69de714672f0bf,Scanetchain (SWC),"SCANETCHAIN is the commercial dApp built on the NEM platform Developed for Blockchain Commercialization. Using augmented reality & hybrid blockchain to ensure interoperability of on-offline advertising, shopping, SNS services.",$0.0041,"$380,401","$1,468,741","10,722",SWC
0x0c6e8a8358cbde54f8e4cd7f07d5ac38aec8c5a4,PlatonCoin (PLTC),"Platon Finance with its PlatonCoin token is an ecosystem that connects the digital crypto-world with the real one. Through the Platon Club, the project aims to drive adoption of cryptocurrencies.",$0.2524,"$41,509","$1,467,583",728,PLTC
0x6704b673c70de9bf74c8fba4b4bd748f0e2190e1,UBEX Token (UBEX),"Ubex is a global decentralized advertising exchange where companies advertise effectively, while publishers profitably tokenize ad slots on their resources.",$0.0005,"$1,635,471","$1,433,107","14,803",UBEX
0xfa456cf55250a839088b27ee32a424d7dacb54ff,blocktrade (BTT),"Blocktrade.com is a trading facility for Crypto Assets, Crypto Traded Indices, and other blockchain related Financial Instruments.",$0.0256,"$7,251","$1,426,168","3,318",BTT
0xea5f88e54d982cbb0c441cde4e79bc305e5b43bc,Pareto Network Token (PARETO),Financial intel market.,$0.0029,$124,"$1,397,812","20,246",PARETO
0x02f61fd266da6e8b102d4121f5ce7b992640cf98,LikeCoin (LIKE),LikeCoin aims to reinvent the Like by realigning creativity and reward. We enable attribution and cross-application collaboration on creative contents,$0.0029,$228,"$1,389,294","16,278",LIKE
0x0f02e27745e3b6e9e1310d19469e2b5d7b5ec99a,Peculium (PCL),Saving management on blockchain technology,$0.0007,"$38,143","$1,383,648","6,238",PCL
0x2bba3cf6de6058cc1b4457ce00deb359e2703d7f,HashCoin (HSC),"As a platform and bridge linking the physical and digital world, HashFuture aims to solve the problem of digital assets property rights issues and cross-chain asset transfer.",$0.0001,"$2,911","$1,377,753","29,812",HSC
0x4162178b78d6985480a308b2190ee5517460406d,Colu Local Network (CLN),A Decentralized Payment Network Powered By Communities,$0.0148,$0,"$1,372,955","6,209",CLN
0x3a1237d38d0fb94513f85d61679cad7f38507242,Mindexcoin (MIC),Mindexcoin (MIC) is a token that enables data operations in the Ethereum Decentralized Network.,$0.0020,"$115,876","$1,371,089","4,783",MIC
0x69beab403438253f13b6e92db91f7fb849258263,NeuroToken (NTK),Neuromation is building a global network of AI specialists to power the next generation of AI innovation.,$0.0171,$622,"$1,352,924","15,922",NTK
0x78c292d1445e6b9558bf42e8bc369271ded062ea,CyberMusic (CYMT),Cyber Music will be the new point of reference for the music market and will be fully developed using the technologies that the blockchain has available.,$0.0001,$0,"$1,330,837","1,588",CYMT
0xec6c861c2a2b1e5ff5336731bc80c29dbff88273,ElacToken (ELAC),"Grid+ creates products that enable mainstream use of digital assets and cryptocurrencies. Grid+ strives to be the hardware, software, and cryptocurrency experts building the foundation for a more efficient and inclusive financial future.",$0.0336,$0,"$1,316,477","3,090",ELAC
0x422866a8f0b032c5cf1dfbdef31a20f4509562b0,Adshares (ADST),"Adshares Network is a decentralized, peer-to-peer market for programmatic advertising. Adshares gives advertisers and publishers ability to trade directly without the need for centralized ad exchanges.",$0.0377,"$5,341","$1,314,594",935,ADST
0x56325d180ec3878a9028afc7b0edcee7486cc9df,Fountain 3 (FTN),A blockchain content ecosystem based on PoC,$0.0146,"$96,919","$1,295,307","1,802",FTN
